"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"Merrick County, NE"	"31121"	856	77910	1098.7	735.0	684.3	785.8
	"Morrill County, NE"	"31123"	594	48504	1224.6	805.1	737.9	872.3
	"Nance County, NE"	"31125"	534	36212	1474.6	856.0	779.0	933.0
	"Nemaha County, NE"	"31127"	841	70910	1186.0	798.8	742.1	855.6
	"Nuckolls County, NE"	"31129"	628	43410	1446.7	704.0	643.0	765.0
	"Otoe County, NE"	"31131"	1836	158923	1155.3	698.1	664.2	732.1
	"Pawnee County, NE"	"31133"	389	26881	1447.1	685.5	607.4	763.5
	"Perkins County, NE"	"31135"	344	29233	1176.8	626.9	554.0	699.7
	"Phelps County, NE"	"31137"	1124	91639	1226.6	721.6	676.7	766.5
	"Pierce County, NE"	"31139"	726	71795	1011.2	662.4	612.2	712.7
	"Platte County, NE"	"31141"	2846	328398	866.6	656.4	631.7	681.2
	"Polk County, NE"	"31143"	648	52818	1226.9	683.2	626.9	739.6
	"Red Willow County, NE"	"31145"	1280	108664	1177.9	734.5	692.1	777.0
	"Richardson County, NE"	"31147"	1182	81176	1456.1	758.1	711.0	805.2
	"Rock County, NE"	"31149"	237	14174	1672.1	878.4	752.2	1004.6
	"Saline County, NE"	"31151"	1446	143398	1008.4	790.6	748.7	832.5
	"Sarpy County, NE"	"31153"	9238	1736587	532.0	655.2	641.6	668.8
	"Saunders County, NE"	"31155"	2072	210310	985.2	730.3	698.4	762.3
	"Scotts Bluff County, NE"	"31157"	4182	364944	1145.9	807.9	782.5	833.3
	"Seward County, NE"	"31159"	1705	170784	998.3	743.5	707.3	779.7
	"Sheridan County, NE"	"31161"	757	52869	1431.8	751.3	692.1	810.4
	"Sherman County, NE"	"31163"	404	30803	1311.6	687.0	611.0	763.0
	"Sioux County, NE"	"31165"	76	12636	601.5	327.3	254.6	414.2
	"Stanton County, NE"	"31167"	457	60334	757.5	593.8	538.4	649.2
	"Thayer County, NE"	"31169"	804	51292	1567.5	760.0	700.0	820.0
	"Thomas County, NE"	"31171"	51	6992	729.4	434.0	314.1	584.6
	"Thurston County, NE"	"31173"	780	70771	1102.1	1128.1	1047.1	1209.1
	"Valley County, NE"	"31175"	554	41999	1319.1	703.2	640.3	766.1
	"Washington County, NE"	"31177"	1765	204230	864.2	680.9	648.5	713.3
	"Wayne County, NE"	"31179"	650	94333	689.0	531.6	488.9	574.4
	"Webster County, NE"	"31181"	591	36430	1622.3	865.0	789.1	941.0
	"Wheeler County, NE"	"31183"	52	7898	658.4	384.3	285.2	506.6
	"York County, NE"	"31185"	1553	137794	1127.0	724.3	686.5	762.1
	"Churchill County, NV"	"32001"	2730	243918	1119.2	921.5	886.2	956.8
	"Clark County, NV"	"32003"	153325	20992458	730.4	744.7	740.9	748.5
	"Douglas County, NV"	"32005"	4792	476944	1004.7	623.9	605.1	642.8
	"Elko County, NV"	"32007"	3010	516665	582.6	731.4	704.1	758.7
	"Esmeralda County, NV"	"32009"	114	8155	1397.9	750.9	599.4	902.5
	"Eureka County, NV"	"32011"	146	19987	730.5	664.1	552.0	776.3
	"Humboldt County, NV"	"32013"	1291	169257	762.7	857.2	808.6	905.7
	"Lander County, NV"	"32015"	450	58003	775.8	760.8	688.7	833.0
	"Lincoln County, NV"	"32017"	503	52188	963.8	705.3	641.3	769.3
	"Lyon County, NV"	"32019"	5704	531728	1072.7	863.7	840.2	887.1
	"Mineral County, NV"	"32021"	738	45535	1620.7	1019.6	940.6	1098.6
	"Nye County, NV"	"32023"	7151	436810	1637.1	997.3	971.8	1022.8
	"Pershing County, NV"	"32027"	518	66904	774.2	729.3	664.5	794.1
	"Storey County, NV"	"32029"	345	39891	864.9	545.2	481.2	609.1
	"Washoe County, NV"	"32031"	36791	4449194	826.9	779.9	771.8	788.0
	"White Pine County, NV"	"32033"	948	98401	963.4	803.6	751.5	855.6
	"Carson City, NV"	"32510"	7195	549491	1309.4	928.6	906.6	950.6
	"Belknap County, NH"	"33001"	6835	605652	1128.5	775.0	756.0	794.1
	"Carroll County, NH"	"33003"	5306	478251	1109.5	664.2	645.0	683.4
	"Cheshire County, NH"	"33005"	7206	763832	943.4	721.8	704.7	738.9
	"Coos County, NH"	"33007"	4371	319526	1368.0	840.1	813.9	866.2
	"Grafton County, NH"	"33009"	8171	893775	914.2	652.8	638.1	667.4
	"Hillsborough County, NH"	"33011"	32252	4070916	792.3	700.7	692.9	708.5
	"Merrimack County, NH"	"33013"	13445	1482120	907.1	705.7	693.5	718.0
	"Rockingham County, NH"	"33015"	23827	3019341	789.1	669.5	660.8	678.2
	"Strafford County, NH"	"33017"	10561	1264905	834.9	769.9	755.0	784.8
	"Sullivan County, NH"	"33019"	4402	431703	1019.7	719.8	697.8	741.8
	"Atlantic County, NJ"	"34001"	26672	2719607	980.7	796.9	787.2	806.7
	"Bergen County, NJ"	"34003"	71245	9288865	767.0	562.9	558.7	567.1
	"Burlington County, NJ"	"34005"	39734	4489045	885.1	708.3	701.3	715.4
	"Camden County, NJ"	"34007"	47053	5109670	920.9	792.6	785.3	799.9
	"Cape May County, NJ"	"34009"	13014	948720	1371.7	814.3	799.4	829.3
	"Cumberland County, NJ"	"34011"	15197	1549187	981.0	883.3	869.1	897.5
	"Essex County, NJ"	"34013"	59117	7943513	744.2	706.0	700.2	711.8
	"Gloucester County, NJ"	"34015"	25890	2907253	890.5	796.1	786.3	806.0
	"Hudson County, NJ"	"34017"	37826	6650103	568.8	622.3	615.9	628.6
	"Hunterdon County, NJ"	"34019"	8800	1260062	698.4	559.8	547.7	571.8
	"Mercer County, NJ"	"34021"	28873	3698225	780.7	672.4	664.5	680.3
	"Middlesex County, NJ"	"34023"	58090	8287850	700.9	623.4	618.3	628.6
	"Monmouth County, NJ"	"34025"	54462	6270796	868.5	674.8	669.0	680.6
	"Morris County, NJ"	"34027"	37659	4968073	758.0	586.9	580.8	593.0
	"Ocean County, NJ"	"34029"	71999	5894119	1221.5	736.1	730.4	741.7
	"Passaic County, NJ"	"34031"	36875	5057250	729.2	670.2	663.3	677.1
	"Salem County, NJ"	"34033"	7260	643040	1129.0	847.1	827.0	867.2
	"Somerset County, NJ"	"34035"	23214	3302132	703.0	584.8	577.1	592.5
	"Sussex County, NJ"	"34037"	11896	1445289	823.1	723.2	709.9	736.6
	"Union County, NJ"	"34039"	39616	5510880	718.9	632.1	625.8	638.4
	"Warren County, NJ"	"34041"	9861	1070310	921.3	708.6	694.3	723.0
	"Bernalillo County, NM"	"35001"	54588	6744997	809.3	730.2	724.0	736.5
	"Catron County, NM"	"35003"	413	35935	1149.3	628.9	549.3	708.6
	"Chaves County, NM"	"35005"	6568	654236	1003.9	866.7	845.4	888.0
	"Cibola County, NM"	"35006"	2539	271979	933.5	864.4	830.2	898.5
	"Colfax County, NM"	"35007"	1464	127279	1150.2	753.4	711.6	795.2
	"Curry County, NM"	"35009"	3996	498411	801.7	848.8	822.3	875.3
	"DeBaca County, NM"	"35011"	286	18605	1537.2	950.2	827.8	1072.7
	"Dona Ana County, NM"	"35013"	15387	2144210	717.6	680.9	670.0	691.8
	"Eddy County, NM"	"35015"	5668	562822	1007.1	901.9	878.1	925.7
	"Grant County, NM"	"35017"	3412	285626	1194.6	748.5	721.2	775.9
	"Guadalupe County, NM"	"35019"	450	44745	1005.7	768.1	695.1	841.1
	"Harding County, NM"	"35021"	82	6817	1202.9	486.5	369.5	629.0
	"Hidalgo County, NM"	"35023"	512	45231	1132.0	811.7	738.1	885.2
	"Lea County, NM"	"35025"	5406	684918	789.3	887.1	863.2	911.0
	"Lincoln County, NM"	"35027"	2108	198443	1062.3	679.9	647.8	711.9
	"Los Alamos County, NM"	"35028"	1242	182951	678.9	511.6	482.4	540.8
	"Luna County, NM"	"35029"	2980	245467	1214.0	875.9	843.1	908.6
	"McKinley County, NM"	"35031"	6076	733430	828.4	950.9	926.6	975.2
	"Mora County, NM"	"35033"	465	46333	1003.6	704.7	634.3	775.1
	"Otero County, NM"	"35035"	5956	656099	907.8	777.0	756.9	797.1
	"Quay County, NM"	"35037"	1209	85631	1411.9	945.7	889.0	1002.5
	"Rio Arriba County, NM"	"35039"	4028	397450	1013.5	888.4	860.1	916.7
	"Roosevelt County, NM"	"35041"	1550	194494	796.9	797.2	757.0	837.4
	"Sandoval County, NM"	"35043"	10432	1391444	749.7	690.1	676.6	703.6
	"San Juan County, NM"	"35045"	10016	1246804	803.3	789.6	773.9	805.3
	"San Miguel County, NM"	"35047"	2839	282708	1004.2	801.3	770.6	831.9
	"Santa Fe County, NM"	"35049"	11500	1478281	777.9	604.4	592.9	615.9
	"Sierra County, NM"	"35051"	2420	114071	2121.5	1036.0	986.6	1085.4
	"Socorro County, NM"	"35053"	1702	172689	985.6	841.7	800.6	882.8
	"Taos County, NM"	"35055"	2905	329077	882.8	630.5	606.0	655.0
	"Torrance County, NM"	"35057"	1541	157422	978.9	804.3	762.5	846.2
	"Union County, NM"	"35059"	465	42828	1085.7	735.1	666.4	803.9
	"Valencia County, NM"	"35061"	6514	762818	853.9	777.9	758.6	797.2
	"Albany County, NY"	"36001"	27095	3068802	882.9	694.7	686.2	703.2
	"Allegany County, NY"	"36003"	4774	475880	1003.2	778.2	755.6	800.9
	"Bronx County, NY"	"36005"	93672	14275138	656.2	679.0	674.6	683.3
	"Broome County, NY"	"36007"	21081	1960261	1075.4	750.3	739.7	760.9
	"Cattaraugus County, NY"	"36009"	8376	783003	1069.7	811.4	793.6	829.2
	"Cayuga County, NY"	"36011"	7597	785089	967.7	703.4	687.1	719.7
	"Chautauqua County, NY"	"36013"	14955	1312116	1139.8	794.5	781.3	807.6
	"Chemung County, NY"	"36015"	9818	869517	1129.1	821.5	804.8	838.1
	"Chenango County, NY"	"36017"	5651	489486	1154.5	817.5	795.6	839.4
	"Clinton County, NY"	"36019"	7157	813434	879.9	745.9	728.4	763.4
	"Columbia County, NY"	"36021"	6820	614989	1109.0	711.6	694.0	729.2
	"Cortland County, NY"	"36023"	4452	485927	916.2	784.8	761.3	808.3
	"Delaware County, NY"	"36025"	5362	461357	1162.2	737.7	717.0	758.5
	"Dutchess County, NY"	"36027"	24391	2960035	824.0	661.3	652.9	669.8
	"Erie County, NY"	"36029"	96715	9206428	1050.5	774.9	769.9	779.9
	"Essex County, NY"	"36031"	4168	383674	1086.3	686.3	664.8	707.9
	"Franklin County, NY"	"36033"	4576	510395	896.6	771.2	748.6	793.9
	"Fulton County, NY"	"36035"	6048	542998	1113.8	791.9	771.4	812.4
	"Genesee County, NY"	"36037"	6181	588831	1049.7	758.4	739.0	777.9
	"Greene County, NY"	"36039"	5146	480552	1070.9	750.3	729.1	771.5
	"Hamilton County, NY"	"36041"	612	46484	1316.6	733.1	669.7	796.6
	"Herkimer County, NY"	"36043"	6760	632217	1069.3	732.5	714.5	750.6
	"Jefferson County, NY"	"36045"	8987	1160425	774.5	782.5	766.1	798.8
	"Kings County, NY"	"36047"	159094	25874311	614.9	597.1	594.1	600.1
	"Lewis County, NY"	"36049"	2475	268868	920.5	709.5	681.0	738.1
	"Livingston County, NY"	"36051"	5546	643478	861.9	690.5	671.9	709.1
	"Madison County, NY"	"36053"	6044	719819	839.7	682.7	665.1	700.2
	"Monroe County, NY"	"36055"	65874	7466458	882.3	690.2	684.8	695.6
	"Montgomery County, NY"	"36057"	5820	496604	1172.0	802.2	780.7	823.8
	"Nassau County, NY"	"36059"	108710	13551605	802.2	573.4	569.9	576.9
	"New York County, NY"	"36061"	99730	16279724	612.6	514.5	511.3	517.8
	"Niagara County, NY"	"36063"	23612	2130830	1108.1	800.3	789.8	810.8
	"Oneida County, NY"	"36065"	25305	2322447	1089.6	762.7	753.0	772.5
	"Onondaga County, NY"	"36067"	42552	4659813	913.2	712.2	705.2	719.1
	"Ontario County, NY"	"36069"	10565	1092714	966.9	702.6	688.8	716.4
	"Orange County, NY"	"36071"	26598	3779862	703.7	691.5	683.0	699.9
	"Orleans County, NY"	"36073"	4187	417435	1003.0	800.6	775.9	825.3
	"Oswego County, NY"	"36075"	10765	1200748	896.5	795.3	780.0	810.6
	"Otsego County, NY"	"36077"	6074	608765	997.8	700.7	682.3	719.1
	"Putnam County, NY"	"36079"	6885	992859	693.5	599.7	585.2	614.2
	"Queens County, NY"	"36081"	143288	22932646	624.8	541.0	538.2	543.8
	"Rensselaer County, NY"	"36083"	14902	1596565	933.4	768.0	755.4	780.5
	"Richmond County, NY"	"36085"	36125	4738178	762.4	664.7	657.8	671.7
	"Rockland County, NY"	"36087"	21529	3222540	668.1	559.0	551.4	566.6
	"St. Lawrence County, NY"	"36089"	10004	1105684	904.8	755.0	740.0	770.1
	"Saratoga County, NY"	"36091"	17802	2254605	789.6	642.4	632.8	652.0
	"Schenectady County, NY"	"36093"	15360	1551348	990.1	732.4	720.4	744.4
	"Schoharie County, NY"	"36095"	2839	316999	895.6	659.1	634.1	684.0
	"Schuyler County, NY"	"36097"	2016	182161	1106.7	778.4	743.6	813.2
	"Seneca County, NY"	"36099"	3515	348471	1008.7	753.3	727.8	778.9
	"Steuben County, NY"	"36101"	10083	976157	1032.9	759.1	744.0	774.3
	"Suffolk County, NY"	"36103"	119782	14938962	801.8	654.9	651.1	658.6
	"Sullivan County, NY"	"36105"	7305	759941	961.3	788.5	770.0	807.0
	"Tioga County, NY"	"36107"	4664	496313	939.7	691.1	670.8	711.4
	"Tompkins County, NY"	"36109"	6864	1033721	664.0	662.1	646.0	678.1
	"Ulster County, NY"	"36111"	16709	1803132	926.7	685.9	675.2	696.6
	"Warren County, NY"	"36113"	6946	649382	1069.6	715.5	698.1	732.9
	"Washington County, NY"	"36115"	6317	622831	1014.2	760.4	741.3	779.6
	"Wayne County, NY"	"36117"	8608	917590	938.1	742.5	726.5	758.5
	"Westchester County, NY"	"36119"	71074	9674418	734.7	544.8	540.7	548.9
	"Wyoming County, NY"	"36121"	3767	410951	916.7	776.9	751.7	802.1
	"Yates County, NY"	"36123"	2633	251190	1048.2	763.4	733.4	793.4
	"Alamance County, NC"	"37001"	16114	1584812	1016.8	815.7	802.9	828.5
	"Alexander County, NC"	"37003"	3797	372349	1019.7	810.9	784.5	837.3
	"Alleghany County, NC"	"37005"	1350	109966	1227.7	753.3	710.4	796.1
	"Anson County, NC"	"37007"	3032	257355	1178.1	948.8	914.4	983.3
	"Ashe County, NC"	"37009"	3354	271011	1237.6	777.8	750.1	805.5
	"Avery County, NC"	"37011"	2022	176293	1147.0	801.5	765.7	837.2
	"Beaufort County, NC"	"37013"	5848	474344	1232.9	862.0	838.9	885.0
	"Bertie County, NC"	"37015"	2491	200509	1242.3	850.3	815.5	885.1
	"Bladen County, NC"	"37017"	4019	341982	1175.2	900.2	871.4	929.0
	"Brunswick County, NC"	"37019"	13334	1224101	1089.3	726.1	712.6	739.5
	"Buncombe County, NC"	"37021"	25258	2509845	1006.4	739.4	730.1	748.8
	"Burke County, NC"	"37023"	10243	899502	1138.7	856.0	839.0	872.9
	"Cabarrus County, NC"	"37025"	15023	1956325	767.9	794.0	781.1	806.8
	"Caldwell County, NC"	"37027"	9481	819752	1156.6	923.8	904.8	942.9
	"Camden County, NC"	"37029"	823	103487	795.3	730.3	679.5	781.2
	"Carteret County, NC"	"37031"	7922	684366	1157.6	773.8	755.9	791.6
	"Caswell County, NC"	"37033"	2737	230410	1187.9	867.0	833.5	900.5
	"Catawba County, NC"	"37035"	16311	1559914	1045.6	880.2	866.5	893.9
	"Chatham County, NC"	"37037"	6624	691443	958.0	591.7	576.7	606.7
	"Cherokee County, NC"	"37039"	3731	276154	1351.1	835.3	806.0	864.5
	"Chowan County, NC"	"37041"	1874	144570	1296.3	834.3	794.3	874.2
	"Clay County, NC"	"37043"	1477	107995	1367.7	793.4	749.1	837.7
	"Cleveland County, NC"	"37045"	11815	974113	1212.9	999.5	981.1	1017.9
	"Columbus County, NC"	"37047"	6985	567945	1229.9	978.9	955.4	1002.4
	"Craven County, NC"	"37049"	10556	1036585	1018.3	822.0	806.0	838.1
	"Cumberland County, NC"	"37051"	24647	3271914	753.3	865.9	854.9	876.9
	"Currituck County, NC"	"37053"	2226	253189	879.2	826.3	790.9	861.8
	"Dare County, NC"	"37055"	3255	354159	919.1	729.3	703.3	755.3
	"Davidson County, NC"	"37057"	17448	1645564	1060.3	876.9	863.6	890.1
	"Davie County, NC"	"37059"	4467	419014	1066.1	751.9	729.3	774.6
	"Duplin County, NC"	"37061"	5321	592810	897.6	747.7	727.3	768.1
	"Durham County, NC"	"37063"	19306	2960244	652.2	690.1	680.2	700.1
	"Edgecombe County, NC"	"37065"	6388	542746	1177.0	939.2	915.6	962.9
	"Forsyth County, NC"	"37067"	32599	3668521	888.6	781.6	773.0	790.2
	"Franklin County, NC"	"37069"	5626	640182	878.8	782.3	761.5	803.2
	"Gaston County, NC"	"37071"	22607	2139677	1056.6	936.0	923.6	948.3
	"Gates County, NC"	"37073"	1229	116914	1051.2	808.4	761.8	855.1
	"Graham County, NC"	"37075"	1063	86383	1230.6	825.0	772.9	877.1
	"Granville County, NC"	"37077"	5183	594923	871.2	765.2	744.0	786.4
	"Greene County, NC"	"37079"	1951	212070	920.0	817.4	780.6	854.3
	"Guilford County, NC"	"37081"	42297	5140020	822.9	752.7	745.5	760.0
	"Halifax County, NC"	"37083"	6619	525409	1259.8	930.6	907.5	953.7
	"Harnett County, NC"	"37085"	9467	1269687	745.6	850.7	833.2	868.2
	"Haywood County, NC"	"37087"	7552	601375	1255.8	793.3	774.5	812.0
	"Henderson County, NC"	"37089"	13640	1120359	1217.5	712.6	699.9	725.3
	"Hertford County, NC"	"37091"	2650	241841	1095.8	827.6	795.2	860.0
	"Hoke County, NC"	"37093"	3202	519740	616.1	860.6	829.2	892.1
	"Hyde County, NC"	"37095"	610	55461	1099.9	825.6	758.2	892.9
	"Iredell County, NC"	"37097"	15082	1693273	890.7	834.1	820.6	847.6
	"Jackson County, NC"	"37099"	3677	416648	882.5	754.3	729.1	779.5
	"Johnston County, NC"	"37101"	13698	1861633	735.8	809.7	795.7	823.6
	"Jones County, NC"	"37103"	1264	99250	1273.6	858.2	808.6	907.9
	"Lee County, NC"	"37105"	5697	599198	950.8	829.3	807.4	851.1
	"Lenoir County, NC"	"37107"	7164	579681	1235.9	943.0	920.6	965.5
	"Lincoln County, NC"	"37109"	7649	810566	943.7	845.8	826.3	865.2
	"McDowell County, NC"	"37111"	5116	451510	1133.1	850.5	826.6	874.3
	"Macon County, NC"	"37113"	4517	344049	1312.9	771.5	747.2	795.9
	"Madison County, NC"	"37115"	2401	212244	1131.2	808.9	775.5	842.2
	"Martin County, NC"	"37117"	3155	234228	1347.0	935.7	901.8	969.6
	"Mecklenburg County, NC"	"37119"	58230	10206547	570.5	674.6	669.0	680.2
	"Mitchell County, NC"	"37121"	2196	152439	1440.6	891.6	852.5	930.6
	"Montgomery County, NC"	"37123"	2941	274944	1069.7	820.2	789.7	850.6
	"Moore County, NC"	"37125"	10909	939519	1161.1	683.6	670.0	697.3
	"Nash County, NC"	"37127"	10298	947343	1087.0	898.2	880.5	915.9
	"New Hanover County, NC"	"37129"	18524	2185441	847.6	715.1	704.6	725.6
	"Northampton County, NC"	"37131"	2654	206169	1287.3	817.4	784.1	850.8
	"Onslow County, NC"	"37133"	10666	1876524	568.4	819.2	803.2	835.1
	"Orange County, NC"	"37135"	7802	1410868	553.0	615.8	601.8	629.8
	"Pamlico County, NC"	"37137"	1615	129003	1251.9	766.0	725.3	806.6
	"Pasquotank County, NC"	"37139"	4181	400615	1043.6	884.5	857.3	911.7
	"Pender County, NC"	"37141"	5370	574276	935.1	783.1	761.6	804.5
	"Perquimans County, NC"	"37143"	1574	134704	1168.5	742.7	703.6	781.8
	"Person County, NC"	"37145"	4318	393687	1096.8	853.8	827.8	879.9
	"Pitt County, NC"	"37147"	12374	1754213	705.4	771.5	757.7	785.3
	"Polk County, NC"	"37149"	2929	204398	1433.0	697.0	668.6	725.4
	"Randolph County, NC"	"37151"	14674	1428446	1027.3	872.6	858.2	886.9
	"Richmond County, NC"	"37153"	5529	456905	1210.1	1018.8	991.5	1046.1
	"Robeson County, NC"	"37155"	13342	1337276	997.7	995.2	978.0	1012.4
	"Rockingham County, NC"	"37157"	11311	919066	1230.7	908.1	890.9	925.2
	"Rowan County, NC"	"37159"	15864	1394649	1137.5	934.9	920.1	949.7
	"Rutherford County, NC"	"37161"	8497	669444	1269.3	918.5	898.5	938.6
	"Sampson County, NC"	"37163"	6677	636749	1048.6	875.4	854.1	896.7
	"Scotland County, NC"	"37165"	3923	355192	1104.5	921.2	891.8	950.6
	"Stanly County, NC"	"37167"	6926	610890	1133.8	901.0	879.4	922.6
	"Stokes County, NC"	"37169"	5311	463656	1145.5	837.2	814.0	860.3
	"Surry County, NC"	"37171"	9015	727777	1238.7	898.9	879.9	917.9
	"Swain County, NC"	"37173"	1897	142087	1335.1	1054.0	1005.3	1102.7
	"Transylvania County, NC"	"37175"	4134	333956	1237.9	649.2	627.4	671.0
	"Tyrrell County, NC"	"37177"	455	41743	1090.0	810.3	734.2	886.3
	"Union County, NC"	"37179"	13544	2203080	614.8	726.4	713.9	739.0
	"Vance County, NC"	"37181"	5013	447423	1120.4	928.4	902.1	954.7
	"Wake County, NC"	"37183"	51751	10103162	512.2	624.2	618.7	629.7
	"Warren County, NC"	"37185"	2413	202698	1190.4	775.1	742.5	807.8
	"Washington County, NC"	"37187"	1564	124260	1258.7	822.1	779.3	864.8
	"Watauga County, NC"	"37189"	3387	533286	635.1	619.5	598.1	640.9
	"Wayne County, NC"	"37191"	11939	1238438	964.0	865.7	850.0	881.5
	"Wilkes County, NC"	"37193"	7987	688278	1160.4	840.6	821.6	859.6
	"Wilson County, NC"	"37195"	8501	815923	1041.9	850.6	832.2	869.0
	"Yadkin County, NC"	"37197"	4283	378700	1131.0	852.7	826.7	878.8
	"Yancey County, NC"	"37199"	2285	177310	1288.7	807.4	772.8	842.0
	"Adams County, ND"	"38001"	315	23197	1357.9	653.8	570.3	737.3
	"Barnes County, ND"	"38003"	1304	109187	1194.3	725.2	683.1	767.2
	"Benson County, ND"	"38005"	701	68075	1029.7	1084.2	1001.9	1166.5
	"Billings County, ND"	"38007"	55	8936	615.5	420.2	312.9	552.5
	"Bottineau County, ND"	"38009"	813	65355	1244.0	770.0	713.8	826.1
	"Bowman County, ND"	"38011"	418	31749	1316.6	753.6	676.9	830.3
	"Burke County, ND"	"38013"	218	21575	1010.4	716.9	617.9	815.9
	"Burleigh County, ND"	"38015"	6939	902594	768.8	632.0	616.9	647.2
	"Cass County, ND"	"38017"	10345	1676124	617.2	645.5	632.8	658.3
	"Cavalier County, ND"	"38019"	491	38639	1270.7	619.9	558.2	681.6
	"Dickey County, ND"	"38021"	710	51076	1390.1	734.7	676.2	793.3
	"Divide County, ND"	"38023"	280	22868	1224.4	592.8	513.3	672.3
	"Dunn County, ND"	"38025"	351	41841	838.9	702.4	626.7	778.0
	"Eddy County, ND"	"38027"	456	23553	1936.1	1004.5	900.0	1108.9
	"Emmons County, ND"	"38029"	487	34080	1429.0	680.1	610.6	749.7
	"Foster County, ND"	"38031"	432	33146	1303.3	690.0	617.9	762.1
	"Golden Valley County, ND"	"38033"	167	17865	934.8	576.3	479.7	672.9
	"Grand Forks County, ND"	"38035"	4881	693263	704.1	730.3	709.4	751.3
	"Grant County, ND"	"38037"	306	23591	1297.1	639.8	558.5	721.0
	"Griggs County, ND"	"38039"	391	23081	1694.0	729.5	646.5	812.5
	"Hettinger County, ND"	"38041"	334	25694	1299.9	668.6	592.0	745.2
	"Kidder County, ND"	"38043"	194	24370	796.1	491.2	417.2	565.1
	"LaMoure County, ND"	"38045"	434	41104	1055.9	548.8	488.6	608.9
	"Logan County, ND"	"38047"	271	19336	1401.5	682.1	589.8	774.4
	"McHenry County, ND"	"38049"	632	57991	1089.8	717.3	658.4	776.3
	"McIntosh County, ND"	"38051"	528	26987	1956.5	638.5	573.3	703.7
	"McKenzie County, ND"	"38053"	651	108503	600.0	711.8	655.5	768.2
	"McLean County, ND"	"38055"	1103	94583	1166.2	740.5	693.9	787.1
	"Mercer County, ND"	"38057"	804	85163	944.1	679.9	631.2	728.6
	"Morton County, ND"	"38059"	2825	296492	952.8	759.0	730.4	787.6
	"Mountrail County, ND"	"38061"	863	95263	905.9	955.1	890.1	1020.1
	"Nelson County, ND"	"38063"	595	30016	1982.3	873.2	796.4	949.9
	"Oliver County, ND"	"38065"	124	18805	659.4	466.0	379.2	552.8
	"Pembina County, ND"	"38067"	830	71215	1165.5	653.8	605.4	702.2
	"Pierce County, ND"	"38069"	610	42778	1426.0	701.7	639.8	763.7
	"Ramsey County, ND"	"38071"	1337	115253	1160.1	758.7	715.8	801.5
	"Ransom County, ND"	"38073"	800	53870	1485.1	807.7	745.9	869.4
	"Renville County, ND"	"38075"	297	24999	1188.0	744.3	655.1	833.5
	"Richland County, ND"	"38077"	1432	163076	878.1	637.0	602.2	671.8
	"Rolette County, ND"	"38079"	1335	144039	926.8	1069.6	1010.7	1128.4
	"Sargent County, ND"	"38081"	358	38736	924.2	606.1	540.5	671.7
	"Sheridan County, ND"	"38083"	103	13175	781.8	345.3	270.2	420.4
	"Sioux County, ND"	"38085"	427	43435	983.1	1309.8	1179.0	1440.7
	"Slope County, ND"	"38087"	43	7543	570.1	391.3	278.3	534.9
	"Stark County, ND"	"38089"	2320	290779	797.9	637.0	609.9	664.1
	"Steele County, ND"	"38091"	185	19457	950.8	573.3	484.9	661.8
	"Stutsman County, ND"	"38093"	2410	210284	1146.1	763.5	731.6	795.4
	"Towner County, ND"	"38095"	294	22624	1299.5	673.3	587.7	758.8
	"Traill County, ND"	"38097"	925	80797	1144.8	694.4	646.4	742.5
	"Walsh County, ND"	"38099"	1436	109235	1314.6	768.7	726.2	811.3
	"Ward County, ND"	"38101"	4826	673735	716.3	681.5	661.9	701.2
	"Wells County, ND"	"38103"	689	41192	1672.7	731.0	669.0	793.0
	"Williams County, ND"	"38105"	2316	311113	744.4	785.7	752.9	818.5
	"Adams County, OH"	"39001"	3425	280669	1220.3	1021.1	986.3	1056.0
	"Allen County, OH"	"39003"	11200	1044283	1072.5	834.7	818.9	850.6
	"Ashland County, OH"	"39005"	5663	533054	1062.4	792.4	771.3	813.6
	"Ashtabula County, OH"	"39007"	11928	991621	1202.9	911.5	894.8	928.3
	"Athens County, OH"	"39009"	4881	653038	747.4	852.7	828.3	877.1
	"Auglaize County, OH"	"39011"	4850	458387	1058.1	759.9	737.9	781.9
	"Belmont County, OH"	"39013"	8994	689621	1304.2	876.5	857.7	895.3
	"Brown County, OH"	"39015"	5047	440502	1145.7	939.4	913.0	965.8
	"Butler County, OH"	"39017"	32428	3754154	863.8	832.3	823.1	841.5
	"Carroll County, OH"	"39019"	3169	279527	1133.7	810.6	781.5	839.7
	"Champaign County, OH"	"39021"	4002	392253	1020.3	840.0	813.5	866.5
	"Clark County, OH"	"39023"	17263	1359921	1269.4	954.4	939.7	969.0
	"Clermont County, OH"	"39025"	17150	2018468	849.7	787.7	775.7	799.7
	"Clinton County, OH"	"39027"	4459	419486	1063.0	903.6	876.6	930.6
	"Columbiana County, OH"	"39029"	12703	1049613	1210.3	873.7	858.1	889.3
	"Coshocton County, OH"	"39031"	4129	366855	1125.5	852.1	825.6	878.7
	"Crawford County, OH"	"39033"	5517	424489	1299.7	888.9	864.8	913.1
	"Cuyahoga County, OH"	"39035"	138052	12571225	1098.2	810.4	806.0	814.8
	"Darke County, OH"	"39037"	5946	520673	1142.0	807.2	786.0	828.3
	"Defiance County, OH"	"39039"	3915	384558	1018.1	787.5	762.4	812.6
